"LIBRARYREFERENCE","FOOTPRINT1","COMMENT","SHEETPART","DESIGNATOR","DESCRIPTION"
"FPGA_Shield_headers","FPGA_SHIELD_HEADER_FOOTPRINT","*","*","",""
